gid,stad,temp,humd,wspd,wdir,cond,surf,h,date2,date_id
252,Veterans Stadium,34.0,44.0,25.0,W,Partly Cloudy,AstroTurf,PHI,2000-12-31,2000-12-31PHI
253,Metrodome,62.0,,,,Dome,AstroTurf,MIN,2001-01-06,2001-01-06MIN
254,Network Associates Coliseum,58.0,57.0,6.0,W,Clear,Grass,OAK,2001-01-06,2001-01-06OAK
255,Giants Stadium,39.0,62.0,5.0,W,Fair,Grass,NYG,2001-01-07,2001-01-07NYG
256,Adelphia Coliseum,48.0,42.0,6.0,S,Cloudy,Grass,TEN,2001-01-07,2001-01-07TEN
257,Giants Stadium,35.0,76.0,5.0,E,Mostly Cloudy,Grass,NYG,2001-01-14,2001-01-14NYG
258,Network Associates Coliseum,56.0,60.0,12.0,NW,Partly Cloudy,Grass,OAK,2001-01-14,2001-01-14OAK
259,Raymond James Stadium,65.0,,8.0,W,Partly Cloudy,Grass,NYG,2001-01-28,2001-01-28NYG
260,Ravens Stadium,83.0,66.0,10.0,S,Mostly Cloudy,Grass,BAL,2001-09-09,2001-09-09BAL
261,Ralph Wilson Stadium,87.0,52.0,10.0,SW,Sunny,AstroTurf,BUF,2001-09-09,2001-09-09BUF
262,Paul Brown Stadium,79.0,87.0,8.0,S,Chance Rain,Grass,CIN,2001-09-09,2001-09-09CIN
263,Cleveland Browns Stadium,81.0,78.0,17.0,S,Sunny,Grass,CLE,2001-09-09,2001-09-09CLE
264,Texas Stadium,69.0,83.0,10.0,N,Cloudy,AstroTurf,DAL,2001-09-09,2001-09-09DAL
265,Lambeau Field,60.0,93.0,5.0,NW,Rain,Grass,GB,2001-09-09,2001-09-09GB
266,Alltel Stadium,83.0,,10.0,SE,Chance Rain,Grass,JAC,2001-09-09,2001-09-09JAC
267,Arrowhead Stadium,64.0,78.0,12.0,NW,Mostly Sunny,Grass,KC,2001-09-09,2001-09-09KC
268,Metrodome,65.0,,,,Dome,AstroTurf,MIN,2001-09-09,2001-09-09MIN
269,The Meadowlands,81.0,81.0,6.0,SW,Partly Sunny,Grass,NYJ,2001-09-09,2001-09-09NYJ
270,Veterans Stadium,82.0,56.0,5.0,NW,Sunny,AstroTurf,PHI,2001-09-09,2001-09-09PHI
271,Qualcomm Stadium,68.0,59.0,8.0,WSW,Clear,Grass,SD,2001-09-09,2001-09-09SD
272,3COM Park,68.0,63.0,12.0,SW,Partly Cloudy,Grass,SF,2001-09-09,2001-09-09SF
273,Adelphia Coliseum,81.0,69.0,7.0,S,Partly Cloudy,Grass,TEN,2001-09-09,2001-09-09TEN
274,Invesco Field at Mile High,75.0,18.0,9.0,SE,Clear,Grass,DEN,2001-09-10,2001-09-10DEN
275,Georgia Dome,,,,,Dome,AstroTurf,ATL,2001-09-23,2001-09-23ATL
276,Soldier Field,63.0,97.0,5.0,WSW,Foggy,Grass,CHI,2001-09-23,2001-09-23CHI
277,Paul Brown Stadium,73.0,64.0,8.0,SW,Clear,Grass,CIN,2001-09-23,2001-09-23CIN
278,Cleveland Browns Stadium,66.0,60.0,10.0,S,Sunny,Grass,CLE,2001-09-23,2001-09-23CLE
279,Texas Stadium,79.0,79.0,0.0,CALM,Partly Cloudy,AstroTurf,DAL,2001-09-23,2001-09-23DAL
280,RCA Dome,72.0,,,,Dome,AstroTurf,IND,2001-09-23,2001-09-23IND
281,Alltel Stadium,84.0,,10.0,E,Chance Rain,Grass,JAC,2001-09-23,2001-09-23JAC
282,Arrowhead Stadium,64.0,63.0,14.0,N,Mostly Cloudy,Grass,KC,2001-09-23,2001-09-23KC
283,Pro Player Stadium,88.0,69.0,9.0,NE,Mostly Sunny,Grass,MIA,2001-09-23,2001-09-23MIA
284,Foxboro Stadium,74.0,89.0,10.0,SW,Partly Cloudy,Grass,NE,2001-09-23,2001-09-23NE
285,3COM Park,59.0,74.0,10.0,NW,Partly Cloudy,Grass,SF,2001-09-23,2001-09-23SF
286,Husky Stadium,65.0,75.0,4.0,N,Sunny,FieldTurf,SEA,2001-09-23,2001-09-23SEA
287,Sun Devil Stadium,103.0,11.0,6.0,SE,,Grass,ARI,2001-09-23,2001-09-23ARI
288,Lambeau Field,46.0,62.0,12.0,N,Clear,Grass,GB,2001-09-24,2001-09-24GB
289,Sun Devil Stadium,104.0,13.0,20.0,E,,Grass,ARI,2001-09-30,2001-09-30ARI
290,Ralph Wilson Stadium,63.0,48.0,7.0,NE,Sunny,AstroTurf,BUF,2001-09-30,2001-09-30BUF
291,Ericsson Stadium,64.0,44.0,14.0,NE,Mostly Sunny,Grass,CAR,2001-09-30,2001-09-30CAR
292,Invesco Field at Mile High,71.0,41.0,5.0,S,Sunny,Grass,DEN,2001-09-30,2001-09-30DEN
293,Alltel Stadium,72.0,,12.0,NNE,Clear,Grass,JAC,2001-09-30,2001-09-30JAC
294,Metrodome,60.0,,,,Dome,AstroTurf,MIN,2001-09-30,2001-09-30MIN
295,Foxboro Stadium,59.0,,20.0,NE,Cloudy,Grass,NE,2001-09-30,2001-09-30NE
296,Giants Stadium,54.0,59.0,10.0,NE,Rain,Grass,NYG,2001-09-30,2001-09-30NYG
297,Network Associates Coliseum,81.0,57.0,7.0,W,,Grass,OAK,2001-09-30,2001-09-30OAK
298,Qualcomm Stadium,78.0,67.0,8.0,WSW,Sunny,Grass,SD,2001-09-30,2001-09-30SD
299,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2001-09-30,2001-09-30STL
300,FedEx Field,57.0,51.0,19.0,N,Cloudy,Grass,WAS,2001-09-30,2001-09-30WAS
301,Veterans Stadium,53.0,71.0,13.0,N,Light Rain,AstroTurf,PHI,2001-09-30,2001-09-30PHI
302,The Meadowlands,52.0,96.0,0.0,CALM,Partly Cloudy,Grass,NYJ,2001-10-01,2001-10-01NYJ
303,Georgia Dome,,,,,Dome,AstroTurf,ATL,2001-10-07,2001-10-07ATL
304,Ravens Stadium,55.0,38.0,11.0,WNW,Sunny,Grass,BAL,2001-10-07,2001-10-07BAL
305,Ralph Wilson Stadium,45.0,51.0,16.0,W,Mostly Cloudy,AstroTurf,BUF,2001-10-07,2001-10-07BUF
306,Cleveland Browns Stadium,45.0,48.0,19.0,NW,Partly Sunny,Grass,CLE,2001-10-07,2001-10-07CLE
307,Invesco Field at Mile High,74.0,18.0,9.0,SW,Mostly Cloudy,Grass,DEN,2001-10-07,2001-10-07DEN
308,Pro Player Stadium,88.0,69.0,7.0,NW,Mostly Sunny,Grass,MIA,2001-10-07,2001-10-07MIA
309,Louisiana Superdome,60.0,,,,Dome,AstroTurf,NO,2001-10-07,2001-10-07NO
310,Giants Stadium,55.0,38.0,16.0,NW,Sunny,Grass,NYG,2001-10-07,2001-10-07NYG
311,Network Associates Coliseum,59.0,72.0,10.0,W,Sunny,Grass,OAK,2001-10-07,2001-10-07OAK
312,Veterans Stadium,53.0,43.0,17.0,NW,Partly Cloudy,AstroTurf,PHI,2001-10-07,2001-10-07PHI
313,Heinz Field,44.0,60.0,20.0,W,Partly Sunny,AstroTurf,PIT,2001-10-07,2001-10-07PIT
314,Husky Stadium,50.0,89.0,6.0,SW,Cloudy,AstroTurf,SEA,2001-10-07,2001-10-07SEA
315,Raymond James Stadium,80.0,65.0,9.0,WSW,Chance Rain,Grass,TB,2001-10-07,2001-10-07TB
316,3COM Park,52.0,,10.0,NW,Mostly Cloudy,Grass,SF,2001-10-07,2001-10-07SF
317,Pontiac Silverdome,70.0,,,,Dome,AstroTurf,DET,2001-10-08,2001-10-08DET
318,Georgia Dome,,,,,Dome,AstroTurf,ATL,2001-10-14,2001-10-14ATL
319,Ericsson Stadium,71.0,96.0,16.0,S,Rain,Grass,CAR,2001-10-14,2001-10-14CAR
320,Soldier Field,54.0,74.0,9.0,W,Chance Rain,Grass,CHI,2001-10-14,2001-10-14CHI
321,Paul Brown Stadium,57.0,87.0,10.0,W,Light Rain,Grass,CIN,2001-10-14,2001-10-14CIN
322,Lambeau Field,54.0,66.0,12.0,SW,Light Rain,Grass,GB,2001-10-14,2001-10-14GB
323,Arrowhead Stadium,57.0,59.0,15.0,W,Sunny,Grass,KC,2001-10-14,2001-10-14KC
324,Metrodome,62.0,,,,Dome,AstroTurf,MIN,2001-10-14,2001-10-14MIN
325,Foxboro Stadium,59.0,100.0,15.0,NE,Cloudy,Grass,NE,2001-10-14,2001-10-14NE
326,The Meadowlands,62.0,72.0,12.0,SE,Mostly Cloudy,Grass,NYJ,2001-10-14,2001-10-14NYJ
327,Husky Stadium,54.0,90.0,7.0,NE,Cloudy,FieldTurf,SEA,2001-10-14,2001-10-14SEA
328,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2001-10-14,2001-10-14STL
329,Adelphia Coliseum,64.0,80.0,10.0,W,Mostly Sunny,Grass,TEN,2001-10-14,2001-10-14TEN
330,RCA Dome,,,,,Dome,AstroTurf,IND,2001-10-14,2001-10-14IND
331,Texas Stadium,65.0,48.0,15.0,NE,Clear,AstroTurf,DAL,2001-10-15,2001-10-15DAL
332,Alltel Stadium,66.0,,13.0,NE,Chance Rain,Grass,JAC,2001-10-18,2001-10-18JAC
333,Sun Devil Stadium,88.0,17.0,2.0,VAR,,Grass,ARI,2001-10-21,2001-10-21ARI
334,Paul Brown Stadium,68.0,61.0,8.0,S,Partly Cloudy,Grass,CIN,2001-10-21,2001-10-21CIN
335,Cleveland Browns Stadium,61.0,48.0,16.0,S,Partly Sunny,Grass,CLE,2001-10-21,2001-10-21CLE
336,Pontiac Silverdome,68.0,,,,Dome,AstroTurf,DET,2001-10-21,2001-10-21DET
337,RCA Dome,,,,,Dome,AstroTurf,IND,2001-10-21,2001-10-21IND
338,Metrodome,62.0,,,,Dome,AstroTurf,MIN,2001-10-21,2001-10-21MIN
339,Louisiana Superdome,73.0,,,,Dome,AstroTurf,NO,2001-10-21,2001-10-21NO
340,The Meadowlands,70.0,68.0,10.0,SSW,Mostly Sunny,Grass,NYJ,2001-10-21,2001-10-21NYJ
341,Qualcomm Stadium,66.0,76.0,8.0,WSW,Clear,Grass,SD,2001-10-21,2001-10-21SD
342,Raymond James Stadium,83.0,70.0,9.0,E,Chance Rain,Grass,TB,2001-10-21,2001-10-21TB
343,FedEx Field,71.0,69.0,7.0,VAR,Sunny,Grass,WAS,2001-10-21,2001-10-21WAS
344,Giants Stadium,61.0,58.0,7.0,N,Partly Cloudy,Grass,NYG,2001-10-22,2001-10-22NYG
345,Arrowhead Stadium,55.0,61.0,12.0,NW,Clear,Grass,KC,2001-10-25,2001-10-25KC
346,Ravens Stadium,50.0,,20.0,N,Partly Sunny,Grass,BAL,2001-10-28,2001-10-28BAL
347,Ericsson Stadium,51.0,33.0,10.0,NW,Mostly Sunny,Grass,CAR,2001-10-28,2001-10-28CAR
348,Soldier Field,46.0,51.0,15.0,SW,Sunny,Grass,CHI,2001-10-28,2001-10-28CHI
349,Texas Stadium,70.0,39.0,5.0,N,Clear,AstroTurf,DAL,2001-10-28,2001-10-28DAL
350,Invesco Field at Mile High,72.0,24.0,9.0,SW,Mostly Cloudy,Grass,DEN,2001-10-28,2001-10-28DEN
351,Pontiac Silverdome,68.0,,,,Dome,AstroTurf,DET,2001-10-28,2001-10-28DET
352,Veterans Stadium,52.0,32.0,17.0,N,Partly Cloudy,AstroTurf,PHI,2001-10-28,2001-10-28PHI
353,Qualcomm Stadium,62.0,86.0,7.0,WSW,Cloudy,Grass,SD,2001-10-28,2001-10-28SD
354,Husky Stadium,43.0,82.0,7.0,NE,Sunny,FieldTurf,SEA,2001-10-28,2001-10-28SEA
355,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2001-10-28,2001-10-28STL
356,Raymond James Stadium,67.0,52.0,15.0,NNE,Clear,Grass,TB,2001-10-28,2001-10-28TB
357,FedEx Field,50.0,39.0,21.0,NW,Sunny,Grass,WAS,2001-10-28,2001-10-28WAS
358,Heinz Field,51.0,30.0,5.0,SW,Clear,Grass,PIT,2001-10-29,2001-10-29PIT
359,Sun Devil Stadium,94.0,21.0,16.0,SE,,Grass,ARI,2001-11-04,2001-11-04ARI
360,Georgia Dome,,,,,Dome,AstroTurf,ATL,2001-11-04,2001-11-04ATL
361,Ralph Wilson Stadium,54.0,80.0,20.0,SW,Mostly Sunny,AstroTurf,BUF,2001-11-04,2001-11-04BUF
362,Soldier Field,54.0,45.0,10.0,NE,Sunny,Grass,CHI,2001-11-04,2001-11-04CHI
363,Lambeau Field,52.0,36.0,12.0,N,Mostly Sunny,Grass,GB,2001-11-04,2001-11-04GB
364,Pro Player Stadium,75.0,93.0,21.0,E,Cloudy,Grass,MIA,2001-11-04,2001-11-04MIA
365,Giants Stadium,58.0,47.0,5.0,VAR,Mostly Sunny,Grass,NYG,2001-11-04,2001-11-04NYG
366,Heinz Field,59.0,82.0,0.0,CALM,Clear,Grass,PIT,2001-11-04,2001-11-04PIT
367,Qualcomm Stadium,67.0,84.0,7.0,WSW,Clear,Grass,SD,2001-11-04,2001-11-04SD
368,3COM Park,64.0,56.0,5.0,NE,Sunny,Grass,SF,2001-11-04,2001-11-04SF
369,Adelphia Coliseum,67.0,36.0,7.0,SW,Partly Cloudy,Grass,TEN,2001-11-04,2001-11-04TEN
370,FedEx Field,65.0,42.0,6.0,E,Sunny,Grass,WAS,2001-11-04,2001-11-04WAS
371,Louisiana Superdome,72.0,,,,Dome,AstroTurf,NO,2001-11-04,2001-11-04NO
372,Network Associates Coliseum,62.0,72.0,9.0,W,Clear,Grass,OAK,2001-11-05,2001-11-05OAK
373,Sun Devil Stadium,83.0,36.0,7.0,E,,Grass,ARI,2001-11-11,2001-11-11ARI
374,Georgia Dome,65.0,,,,Dome,AstroTurf,ATL,2001-11-11,2001-11-11ATL
375,Soldier Field,48.0,58.0,8.0,NE,Partly Cloudy,Grass,CHI,2001-11-11,2001-11-11CHI
376,Cleveland Browns Stadium,42.0,32.0,10.0,N,Cloudy,Grass,CLE,2001-11-11,2001-11-11CLE
377,Invesco Field at Mile High,62.0,21.0,4.0,SE,Partly Sunny,Grass,DEN,2001-11-11,2001-11-11DEN
378,Pontiac Silverdome,68.0,,,,Dome,AstroTurf,DET,2001-11-11,2001-11-11DET
379,RCA Dome,,,,,Dome,AstroTurf,IND,2001-11-11,2001-11-11IND
380,Alltel Stadium,73.0,,6.0,NW,Clear,Grass,JAC,2001-11-11,2001-11-11JAC
381,Foxboro Stadium,47.0,41.0,25.0,NW,Sunny,Grass,NE,2001-11-11,2001-11-11NE
382,The Meadowlands,48.0,36.0,18.0,NNW,Sunny,Grass,NYJ,2001-11-11,2001-11-11NYJ
383,Veterans Stadium,50.0,29.0,10.0,N,Clear,AstroTurf,PHI,2001-11-11,2001-11-11PHI
384,3COM Park,68.0,70.0,16.0,S,Chance Rain,Grass,SF,2001-11-11,2001-11-11SF
385,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2001-11-11,2001-11-11STL
386,Husky Stadium,50.0,100.0,0.0,CALM,Rain,FieldTurf,SEA,2001-11-11,2001-11-11SEA
387,Adelphia Coliseum,52.0,50.0,6.0,NE,Partly Cloudy,Grass,TEN,2001-11-12,2001-11-12TEN
388,Sun Devil Stadium,79.0,25.0,0.0,CALM,,Grass,ARI,2001-11-18,2001-11-18ARI
389,Ravens Stadium,54.0,,5.0,W,Mostly Sunny,Grass,BAL,2001-11-18,2001-11-18BAL
390,Ralph Wilson Stadium,55.0,56.0,14.0,SW,Mostly Sunny,AstroTurf,BUF,2001-11-18,2001-11-18BUF
391,Ericsson Stadium,60.0,64.0,6.0,NE,Sunny,Grass,CAR,2001-11-18,2001-11-18CAR
392,Paul Brown Stadium,66.0,63.0,4.0,S,Partly Cloudy,Grass,CIN,2001-11-18,2001-11-18CIN
393,Texas Stadium,70.0,81.0,5.0,SE,Cloudy,AstroTurf,DAL,2001-11-18,2001-11-18DAL
394,Invesco Field at Mile High,44.0,63.0,11.0,N,Rain,Grass,DEN,2001-11-18,2001-11-18DEN
395,Lambeau Field,59.0,77.0,16.0,SW,Chance Rain,Grass,GB,2001-11-18,2001-11-18GB
396,Pro Player Stadium,81.0,64.0,14.0,E,Partly Sunny,Grass,MIA,2001-11-18,2001-11-18MIA
397,Louisiana Superdome,69.0,,,,Dome,AstroTurf,NO,2001-11-18,2001-11-18NO
398,Network Associates Coliseum,65.0,72.0,7.0,S,Sunny,Grass,OAK,2001-11-18,2001-11-18OAK
399,Heinz Field,57.0,,,,Partly Sunny,Grass,PIT,2001-11-18,2001-11-18PIT
400,Raymond James Stadium,80.0,56.0,13.0,E,Partly Cloudy,Grass,TB,2001-11-18,2001-11-18TB
401,Foxboro Stadium,49.0,52.0,15.0,SW,Cloudy,Grass,NE,2001-11-18,2001-11-18NE
402,Metrodome,,,,,Dome,AstroTurf,MIN,2001-11-19,2001-11-19MIN
403,Texas Stadium,72.0,58.0,15.0,S,Mostly Sunny,AstroTurf,DAL,2001-11-22,2001-11-22DAL
404,Pontiac Silverdome,68.0,,,,Dome,AstroTurf,DET,2001-11-22,2001-11-22DET
405,Ralph Wilson Stadium,58.0,64.0,18.0,SW,Cloudy,AstroTurf,BUF,2001-11-25,2001-11-25BUF
406,Ericsson Stadium,73.0,75.0,12.0,S,Mostly Cloudy,Grass,CAR,2001-11-25,2001-11-25CAR
407,Cleveland Browns Stadium,55.0,72.0,23.0,WSW,Cloudy,Grass,CLE,2001-11-25,2001-11-25CLE
408,RCA Dome,,,,,Dome,AstroTurf,IND,2001-11-25,2001-11-25IND
409,Alltel Stadium,79.0,,7.0,S,Clear,Grass,JAC,2001-11-25,2001-11-25JAC
410,Arrowhead Stadium,49.0,76.0,5.0,S,Fair,Grass,KC,2001-11-25,2001-11-25KC
411,Foxboro Stadium,62.0,100.0,20.0,S,Cloudy,Grass,NE,2001-11-25,2001-11-25NE
412,Giants Stadium,64.0,70.0,14.0,S,Rain,Grass,NYG,2001-11-25,2001-11-25NYG
413,Veterans Stadium,69.0,61.0,20.0,S,Cloudy,AstroTurf,PHI,2001-11-25,2001-11-25PHI
414,Qualcomm Stadium,63.0,77.0,9.0,WSW,Sunny,Grass,SD,2001-11-25,2001-11-25SD
415,Adelphia Coliseum,63.0,52.0,6.0,NE,Sunny,Grass,TEN,2001-11-25,2001-11-25TEN
416,Metrodome,60.0,,,,Dome,AstroTurf,MIN,2001-11-25,2001-11-25MIN
417,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2001-11-26,2001-11-26STL
418,Arrowhead Stadium,35.0,49.0,7.0,NE,Cloudy,Grass,KC,2001-11-29,2001-11-29KC
419,Georgia Dome,65.0,,,,Dome,AstroTurf,ATL,2001-12-02,2001-12-02ATL
420,Ravens Stadium,51.0,60.0,9.0,N,Partly Sunny,Grass,BAL,2001-12-02,2001-12-02BAL
421,Soldier Field,51.0,58.0,13.0,S,Sunny,Grass,CHI,2001-12-02,2001-12-02CHI
422,Paul Brown Stadium,51.0,74.0,8.0,SE,Sunny,Grass,CIN,2001-12-02,2001-12-02CIN
423,Cleveland Browns Stadium,44.0,62.0,9.0,VAR,Partly Sunny,Grass,CLE,2001-12-02,2001-12-02CLE
424,Pro Player Stadium,76.0,82.0,6.0,NE,Partly Sunny,Grass,MIA,2001-12-02,2001-12-02MIA
425,Louisiana Superdome,61.0,,,,Dome,AstroTurf,NO,2001-12-02,2001-12-02NO
426,The Meadowlands,53.0,68.0,10.0,NW,Cloudy,Grass,NYJ,2001-12-02,2001-12-02NYJ
427,Network Associates Coliseum,58.0,72.0,20.0,SW,Cloudy,Grass,OAK,2001-12-02,2001-12-02OAK
428,Heinz Field,46.0,66.0,,,Mostly Sunny,Grass,PIT,2001-12-02,2001-12-02PIT
429,Husky Stadium,41.0,82.0,12.0,NE,Cloudy,FieldTurf,SEA,2001-12-02,2001-12-02SEA
430,FedEx Field,52.0,52.0,9.0,E,Cloudy,Grass,WAS,2001-12-02,2001-12-02WAS
431,3COM Park,45.0,,25.0,W,Chance Rain,Grass,SF,2001-12-02,2001-12-02SF
432,Alltel Stadium,56.0,,10.0,NW,Clear,Grass,JAC,2001-12-03,2001-12-03JAC
433,Sun Devil Stadium,71.0,17.0,8.0,E,,Grass,ARI,2001-12-09,2001-12-09ARI
434,Georgia Dome,,,,,Dome,AstroTurf,ATL,2001-12-09,2001-12-09ATL
435,Ralph Wilson Stadium,40.0,73.0,6.0,WSW,Partly Sunny,AstroTurf,BUF,2001-12-09,2001-12-09BUF
436,Paul Brown Stadium,42.0,65.0,8.0,N,Sunny,Grass,CIN,2001-12-09,2001-12-09CIN
437,Texas Stadium,47.0,35.0,8.0,N,Clear,AstroTurf,DAL,2001-12-09,2001-12-09DAL
438,Lambeau Field,33.0,63.0,12.0,S,Sunny,Grass,GB,2001-12-09,2001-12-09GB
439,Metrodome,65.0,,,,Dome,AstroTurf,MIN,2001-12-09,2001-12-09MIN
440,Foxboro Stadium,37.0,90.0,15.0,N,Clear,Grass,NE,2001-12-09,2001-12-09NE
441,Network Associates Coliseum,54.0,66.0,15.0,N,Sunny,Grass,OAK,2001-12-09,2001-12-09OAK
442,Veterans Stadium,43.0,82.0,10.0,NW,Mostly Cloudy,AstroTurf,PHI,2001-12-09,2001-12-09PHI
443,Heinz Field,41.0,75.0,8.0,N,Partly Cloudy,Grass,PIT,2001-12-09,2001-12-09PIT
444,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2001-12-09,2001-12-09STL
445,Raymond James Stadium,83.0,68.0,8.0,E,Chance Rain,Grass,TB,2001-12-09,2001-12-09TB
446,Invesco Field at Mile High,38.0,38.0,3.0,E,Mostly Cloudy,Grass,DEN,2001-12-09,2001-12-09DEN
447,Pro Player Stadium,74.0,78.0,6.0,SE,Clear,Grass,MIA,2001-12-10,2001-12-10MIA
448,Giants Stadium,46.0,47.0,18.0,N,Partly Cloudy,Grass,NYG,2001-12-15,2001-12-15NYG
449,Qualcomm Stadium,62.0,71.0,8.0,WSW,Sunny,Grass,SD,2001-12-15,2001-12-15SD
450,Ralph Wilson Stadium,34.0,89.0,13.0,E,Partly Sunny,AstroTurf,BUF,2001-12-16,2001-12-16BUF
451,Soldier Field,45.0,93.0,10.0,S,Light Rain,Grass,CHI,2001-12-16,2001-12-16CHI
452,Cleveland Browns Stadium,44.0,67.0,12.0,SSE,Cloudy,Grass,CLE,2001-12-16,2001-12-16CLE
453,Pontiac Silverdome,76.0,,,,Dome,AstroTurf,DET,2001-12-16,2001-12-16DET
454,RCA Dome,72.0,,,,Dome,AstroTurf,IND,2001-12-16,2001-12-16IND
455,Arrowhead Stadium,49.0,96.0,0.0,CALM,Light Rain,Grass,KC,2001-12-16,2001-12-16KC
456,The Meadowlands,40.0,45.0,12.0,NE,Partly Sunny,Grass,NYJ,2001-12-16,2001-12-16NYJ
457,3COM Park,52.0,74.0,0.0,CALM,Mostly Cloudy,Grass,SF,2001-12-16,2001-12-16SF
458,Husky Stadium,46.0,100.0,20.0,SE,Rain,FieldTurf,SEA,2001-12-16,2001-12-16SEA
459,Adelphia Coliseum,62.0,62.0,17.0,S,Cloudy,Grass,TEN,2001-12-16,2001-12-16TEN
460,FedEx Field,46.0,46.0,0.0,CALM,Partly Cloudy,Grass,WAS,2001-12-16,2001-12-16WAS
461,Ravens Stadium,42.0,,4.0,SE,Cloudy,Grass,BAL,2001-12-16,2001-12-16BAL
462,Louisiana Superdome,64.0,,,,Dome,AstroTurf,NO,2001-12-17,2001-12-17NO
463,Foxboro Stadium,36.0,,14.0,NW,Sunny,Grass,NE,2001-12-22,2001-12-22NE
464,Network Associates Coliseum,52.0,83.0,6.0,SE,Light Rain,Grass,OAK,2001-12-22,2001-12-22OAK
465,3COM Park,51.0,96.0,8.0,E,Partly Cloudy,Grass,SF,2001-12-22,2001-12-22SF
466,Sun Devil Stadium,58.0,33.0,5.0,VAR,Partly Cloudy,Grass,ARI,2001-12-23,2001-12-23ARI
467,Georgia Dome,,,,,Dome,AstroTurf,ATL,2001-12-23,2001-12-23ATL
468,Ravens Stadium,46.0,,0.0,CALM,Chance Rain,Grass,BAL,2001-12-23,2001-12-23BAL
469,Ericsson Stadium,51.0,72.0,10.0,SE,Cloudy,Grass,CAR,2001-12-23,2001-12-23CAR
470,Lambeau Field,24.0,71.0,15.0,SW,Light Snow,Grass,GB,2001-12-23,2001-12-23GB
471,Arrowhead Stadium,28.0,51.0,15.0,NW,Cloudy,Grass,KC,2001-12-23,2001-12-23KC
472,Metrodome,68.0,,,,Dome,AstroTurf,MIN,2001-12-23,2001-12-23MIN
473,Giants Stadium,43.0,47.0,7.0,S,Partly Cloudy,Grass,NYG,2001-12-23,2001-12-23NYG
474,Heinz Field,45.0,76.0,13.0,S,Light Rain,Grass,PIT,2001-12-23,2001-12-23PIT
475,Raymond James Stadium,74.0,64.0,9.0,SE,Partly Cloudy,Grass,TB,2001-12-23,2001-12-23TB
476,FedEx Field,51.0,43.0,14.0,SW,Partly Sunny,Grass,WAS,2001-12-23,2001-12-23WAS
477,RCA Dome,70.0,,,,Dome,AstroTurf,IND,2001-12-23,2001-12-23IND
478,Raymond James Stadium,65.0,81.0,5.0,SW,Partly Cloudy,Grass,TB,2001-12-29,2001-12-29TB
479,Ericsson Stadium,42.0,32.0,7.0,W,Sunny,Grass,CAR,2001-12-30,2001-12-30CAR
480,Paul Brown Stadium,20.0,59.0,10.0,SW,Mostly Cloudy,Grass,CIN,2001-12-30,2001-12-30CIN
481,Texas Stadium,35.0,49.0,5.0,N,Cloudy,AstroTurf,DAL,2001-12-30,2001-12-30DAL
482,Invesco Field at Mile High,24.0,62.0,3.0,SE,Cloudy,Grass,DEN,2001-12-30,2001-12-30DEN
483,Pontiac Silverdome,72.0,,,,Dome,AstroTurf,DET,2001-12-30,2001-12-30DET
484,Lambeau Field,19.0,62.0,14.0,WNW,Partly Cloudy,Grass,GB,2001-12-30,2001-12-30GB
485,Alltel Stadium,53.0,,8.0,NW,Clear,Grass,JAC,2001-12-30,2001-12-30JAC
486,Pro Player Stadium,75.0,57.0,5.0,N,Mostly Cloudy,Grass,MIA,2001-12-30,2001-12-30MIA
487,The Meadowlands,32.0,25.0,20.0,WNW,Sunny,Grass,NYJ,2001-12-30,2001-12-30NYJ
488,Veterans Stadium,31.0,28.0,16.0,W,Sunny,AstroTurf,PHI,2001-12-30,2001-12-30PHI
489,Qualcomm Stadium,63.0,53.0,8.0,WSW,Partly Cloudy,Grass,SD,2001-12-30,2001-12-30SD
490,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2001-12-30,2001-12-30STL
491,Adelphia Coliseum,28.0,43.0,6.0,N,Sunny,Grass,TEN,2001-12-30,2001-12-30TEN
492,Louisiana Superdome,48.0,,,,Dome,AstroTurf,NO,2001-12-30,2001-12-30NO
493,Ericsson Stadium,36.0,100.0,3.0,NE,Light Rain,Grass,CAR,2002-01-06,2002-01-06CAR
494,Soldier Field,37.0,78.0,14.0,NW,Mostly Cloudy,Grass,CHI,2002-01-06,2002-01-06CHI
495,Pontiac Silverdome,69.0,,,,Dome,AstroTurf,DET,2002-01-06,2002-01-06DET
496,RCA Dome,,,,,Dome,AstroTurf,IND,2002-01-06,2002-01-06IND
497,Pro Player Stadium,67.0,93.0,14.0,W,Cloudy,Grass,MIA,2002-01-06,2002-01-06MIA
498,Louisiana Superdome,46.0,,,,Dome,AstroTurf,NO,2002-01-06,2002-01-06NO
499,Giants Stadium,37.0,48.0,5.0,E,Cloudy,Grass,NYG,2002-01-06,2002-01-06NYG
500,Network Associates Coliseum,55.0,86.0,3.0,NW,Partly Cloudy,Grass,OAK,2002-01-06,2002-01-06OAK
501,Heinz Field,31.0,100.0,5.0,VAR,Light Snow,Grass,PIT,2002-01-06,2002-01-06PIT
502,Husky Stadium,49.0,69.0,0.0,CALM,Rain,FieldTurf,SEA,2002-01-06,2002-01-06SEA
